#id	CHR
cg06692957	9
cg06695761	7
cg06697251	19
cg06698742	11
cg06699365	11
cg06700265	12
cg06700462	X
cg06701500	2
cg06707338	2
cg06707886	7
cg06708560	17
cg06710522	17
cg06710648	1
cg06711560	9
cg06712026	10
cg06713098	7
cg06714705	11
cg06716436	19
cg06717104	*
cg06717231	19
cg06718696	17
cg06719391	11
cg06720424	5
cg06720660	14
cg06720956	15
cg06722216	18
cg06722633	1
cg06722792	21
cg06723357	17
cg06725035	21
cg06725760	10
cg06726207	14
cg06728335	16
cg06730286	16
cg06730468	19
cg06731484	15
cg06731599	X
cg06734812	19
cg06734828	*
cg06734962	8
cg06736444	16
cg06738602	14
cg06740897	17
cg06742978	12
cg06743811	15
cg06744574	1
cg06745740	7
cg06746101	15
cg06746171	5
cg06747888	2
cg06748315	21
cg06750167	12
cg06751597	15
cg06752594	1
cg06754047	2
cg06755819	*
cg06757810	8
cg06758848	X
cg06759215	17
cg06759890	5
cg06760035	17
cg06762858	*
cg06763078	11
cg06765434	18
cg06765514	9
cg06765947	3
cg06766367	16
cg06768707	5
cg06771126	4
cg06772202	7
cg06776256	12
cg06777274	18
cg06777581	6
cg06777715	5
cg06778853	1
cg06779945	6
cg06780358	11
cg06781209	11
cg06782692	10
cg06782849	3
cg06783668	2
cg06784339	7
cg06784466	19
cg06785429	3
cg06785822	2
cg06786424	6
cg06790275	15
cg06790324	7
cg06790862	11
cg06791102	X
cg06791867	11
cg06792598	1
cg06792911	1
cg06793062	16
cg06796611	1
cg06797533	9
cg06798189	3
cg06799664	17
cg06800962	3
cg06803184	1
cg06803253	3
cg06804431	1
cg06804711	18
cg06806080	3
cg06806711	11
cg06807379	19
cg06807579	3
cg06807989	3
cg06808983	17
cg06809565	X
cg06810461	16
cg06810647	16
cg06811800	13
cg06812033	16
cg06812844	21
cg06812977	10
cg06813842	*
cg06815666	19
cg06815817	7
cg06816063	19
cg06816106	2
cg06816161	7
cg06817264	11
cg06817269	15
cg06817917	10
cg06818415	6
cg06818473	*
cg06818777	17
cg06819200	1
cg06821120	3
cg06821274	1
cg06821993	8
cg06822229	X
cg06822995	5
cg06823263	1
cg06824727	14
cg06825142	11
cg06825166	10
cg06827038	17
cg06827976	1
cg06830426	19
cg06831658	12
cg06832039	*
cg06832950	14
cg06833562	1
cg06834261	2
cg06834875	14
cg06834983	X
cg06836338	17
cg06836736	6
cg06836772	1
cg06836849	12
cg06837731	10
cg06838394	20
cg06839953	1
cg06840042	3
cg06840226	2
cg06840239	11
cg06840801	8
cg06848073	1
cg06848288	6
cg06849227	17
cg06849477	22
cg06850526	17
cg06851207	19
cg06852652	10
cg06852744	7
cg06855803	19
cg06856528	2
cg06859828	1
cg06862062	4
cg06862644	17
cg06864275	19
cg06866657	9
cg06866862	2
cg06868758	2
cg06869899	2
cg06871974	7
cg06872331	2
cg06872381	12
cg06873352	17
cg06874144	2
cg06878726	12
cg06880557	13
cg06882877	1
cg06882926	17
cg06883149	18
cg06885524	2
cg06885782	1
cg06886022	9
cg06887167	12
cg06887170	14
cg06887414	3
cg06887663	14
cg06890553	19
cg06892726	6
cg06893980	6
cg06894381	1
cg06894812	5
cg06896207	19
cg06898923	10
cg06899329	19
cg06899582	X
cg06899802	5
cg06899808	*
cg06899976	5
cg06900776	X
cg06901392	13
cg06904813	*
cg06905514	7
cg06905862	11
cg06906435	14
cg06907544	*
cg06908474	11
cg06908778	10
cg06910048	11
cg06910100	19
cg06911084	7
cg06911113	1
cg06912252	9
cg06913228	6
cg06914598	*
cg06915165	12
cg06917325	11
cg06918467	6
cg06919067	16
cg06919203	20
cg06919956	9
cg06921282	11
cg06922130	1
cg06926735	20
cg06927864	X
cg06930095	15
cg06933072	1
cg06933965	12
cg06937608	15
cg06938406	12
cg06938878	11
cg06940107	21
cg06940574	1
cg06940792	5
cg06941093	1
cg06942110	7
cg06942445	X
cg06942536	X
cg06943865	7
cg06944050	X
cg06945625	6
cg06946880	2
cg06948294	14
cg06948408	1
cg06948937	1
cg06949789	3
cg06950730	11
cg06952117	2
cg06952236	15
cg06952310	19
cg06953304	3
cg06953768	5
cg06953995	9
cg06954481	2
cg06956273	1
cg06956646	14
cg06957329	17
cg06958034	1
cg06958211	15
cg06958537	21
cg06958829	17
cg06959635	X
cg06960698	13
cg06963844	1
cg06971096	2
cg06973652	17
cg06973760	18
cg06974755	9
cg06975499	17
cg06975739	6
cg06976977	4
cg06979034	*
cg06980053	3
cg06980380	2
cg06980460	11
cg06981182	10
cg06981910	7
cg06983551	2
cg06985415	10
cg06987504	8
cg06990298	17
cg06990379	1
cg06992027	1
cg06993413	15
cg06994747	19
cg06994793	5
cg06995715	16
cg06999776	2
cg07000551	15
cg07000785	1
cg07000831	13
cg07003563	1
cg07004820	2
cg07005513	11
cg07005767	8
cg07006042	3
cg07006526	22
cg07007400	12
cg07008350	*
cg07008386	20
cg07009002	22
cg07011110	6
cg07011445	10
cg07013734	11
cg07014174	21
cg07015079	1
cg07015629	2
cg07016325	14
cg07017374	13
cg07017477	1
cg07017706	12
cg07018708	6
cg07020407	5
cg07020962	18
cg07022477	19
cg07022885	11
cg07026910	2
cg07027075	4
cg07027513	18
cg07027685	9
cg07028533	7
cg07028869	12
cg07029998	1
cg07031532	15
cg07031996	1
cg07033083	*
cg07034269	2
cg07034561	21
cg07035740	5
cg07036530	10
cg07036775	1
cg07038400	3
cg07038617	7
cg07038887	17
cg07039113	1
cg07039362	16
cg07042144	19
cg07043494	3
cg07044282	1
cg07047653	12
cg07048066	5
cg07048351	3
cg07049929	14
cg07050831	7
cg07051140	5
cg07051960	19
cg07052087	12
cg07052387	14
cg07052880	2
cg07053469	19
cg07054095	19
cg07054526	17
cg07054641	3
cg07054788	1
cg07056057	17
cg07057831	12
cg07059052	16
cg07059360	8
cg07059403	6
cg07059875	2
cg07060572	11
cg07061145	15
cg07061913	10
cg07063745	2
cg07064406	20
cg07065941	8
cg07066326	11
cg07067241	3
cg07068616	7
cg07068998	1
cg07070694	14
cg07070934	1
cg07070940	X
cg07071881	22
cg07072140	20
cg07072643	19
cg07073964	19
cg07074571	6
cg07075930	18
cg07076342	6
cg07077459	6
cg07078114	9
cg07080007	17
cg07080358	2
cg07080946	16
cg07081888	19
cg07082331	1
cg07084161	8
cg07084163	5
cg07084709	15
cg07084746	3
cg07085271	20
cg07086380	5
cg07086898	10
cg07090813	1
cg07091552	11
cg07091958	15
cg07092725	14
cg07093046	1
cg07093661	19
cg07097098	19
cg07098866	15
cg07099407	6
cg07099627	19
cg07102705	5
cg07103493	5
cg07103819	8
cg07104706	13
cg07105440	3
cg07107453	1
cg07109287	9
cg07109670	8
cg07109801	3
cg07112154	17
cg07112210	17
cg07113600	13
cg07114024	15
cg07114894	16
cg07115304	20
cg07115558	19
cg07115820	17
cg07117700	17
cg07118243	12
cg07118638	8
cg07122126	19
cg07122495	4
cg07123069	12
cg07123548	19
cg07125009	16
cg07125123	8
cg07125166	3
cg07125991	12
cg07126559	13
cg07126839	17
cg07127225	19
cg07127957	10
cg07128330	12
cg07129274	6
cg07131544	6
cg07132517	11
cg07133445	16
cg07136161	9
cg07136254	1
cg07136421	*
cg07137581	X
cg07138512	1
cg07139440	1
cg07141002	22
cg07142319	1
cg07143898	10
cg07146718	X
cg07147350	X
cg07148914	20
cg07149772	8
cg07150830	17
cg07152925	21
cg07153965	11
cg07154408	4
cg07155664	5
cg07156669	17
cg07158339	9
cg07159490	12
cg07160163	9
cg07163603	6
cg07165793	17
cg07168556	17
cg07172256	5
cg07172280	9
cg07173760	19
cg07175007	1
cg07175883	2
cg07177300	X
cg07177755	13
cg07177852	18
cg07179770	16
cg07180649	1
cg07181349	4
cg07181881	2
cg07184439	14
cg07185695	1
cg07186138	22
cg07186707	19
cg07189381	19
cg07190485	9
cg07190917	16
cg07191600	6
cg07192857	6
cg07193504	1
cg07195282	19
cg07195577	17
cg07195622	16
cg07196761	11
cg07197059	14
cg07197823	2
cg07200280	3
cg07200897	3
cg07204803	3
cg07207789	16
cg07207937	4
cg07209631	4
cg07210490	12
cg07211259	9
cg07212894	3
cg07214572	1
cg07215749	12
cg07218192	14
cg07218880	13
cg07220442	12
cg07220939	11
cg07221454	11
cg07223164	4
cg07230446	2
cg07231132	17
cg07232688	1
cg07233761	5
cg07236190	12
cg07236358	12
cg07236381	5
cg07236769	9
cg07236943	7
cg07237830	11
cg07237939	6
cg07238167	X
cg07239938	19
cg07240721	6
cg07241568	9
cg07242375	X
cg07242414	8
cg07242565	19
cg07243519	13
cg07243932	15
cg07246225	2
cg07248043	3
cg07248310	1
cg07248407	19
cg07249409	1
cg07251788	22
cg07251857	15
cg07253191	11
cg07256847	*
cg07258507	14
cg07259382	4
cg07260017	5
cg07260592	6
cg07263984	5
cg07264679	12
cg07265300	2
cg07265310	12
cg07265622	17
cg07267296	8
cg07269146	9
cg07270175	10
cg07271264	11
cg07271268	12
cg07273415	11
cg07274506	1
cg07276902	*
cg07278207	11
cg07278624	12
cg07281640	9
cg07281688	12
cg07284407	20
cg07284558	10
cg07285167	1
cg07285276	9
cg07285838	4
cg07285953	17
cg07288394	19
cg07288587	15
cg07289581	12
cg07290273	2
cg07290435	5
cg07291563	19
cg07292816	17
cg07293947	5
cg07294541	6
cg07294734	19
cg07294774	14
cg07294870	20
cg07295034	16
cg07295092	9
cg07295678	10
cg07296772	14
cg07297178	19
cg07297906	X
cg07299462	1
cg07300408	14
cg07301004	12
cg07301822	4
cg07306197	19
cg07307078	18
cg07308943	2
cg07309102	9
cg07309361	3
cg07309374	3
cg07310661	2
cg07310951	19
cg07311845	X
cg07312445	4
cg07313155	17
cg07314337	2
cg07314414	2
cg07314549	16
cg07314984	X
cg07315298	9
cg07315445	12
cg07318658	17
cg07321605	*
cg07322981	2
cg07326074	16
cg07326586	6
cg07327328	20
cg07327347	16
cg07327468	6
cg07328495	9
cg07328579	12
cg07330329	*
cg07330718	11
cg07331725	18
cg07331806	22
cg07334912	20
cg07336230	6
cg07337598	1
cg07338205	2
cg07339138	3
cg07339327	11
cg07341907	9
cg07342016	X
cg07342545	2
cg07342901	11
cg07346310	6
cg07347137	1
cg07347645	20
cg07347725	9
cg07348311	2
cg07349094	2
cg07351267	19
cg07352586	6
cg07352600	16
cg07354209	2
cg07354440	1
cg07355551	20
cg07356189	X
cg07356753	3
cg07356771	3
cg07357256	20
cg07359545	22
cg07360076	4
cg07360692	4
cg07361385	3
cg07363637	6
cg07364638	15
cg07364841	4
cg07366967	14
cg07369274	3
cg07371290	17
cg07371530	16
cg07373172	9
cg07374145	19
cg07374632	X
cg07374637	21
cg07374928	11
cg07376029	4
cg07376232	11
cg07376535	18
cg07378350	20
cg07379574	19
cg07380416	11
cg07380496	5
cg07380959	7
cg07383972	7
cg07384961	16
cg07387199	17
cg07387450	1
cg07388493	1
cg07389922	17
cg07393322	22
cg07395788	6
cg07398350	16
cg07398429	X
cg07399355	1
cg07401901	14
cg07403255	2
cg07403350	13
cg07404418	7
cg07404485	7
cg07405796	6
cg07408456	19
cg07408740	7
cg07409200	13
cg07410075	10
cg07411229	1
cg07412254	2
cg07413497	6
cg07414384	14
cg07421682	15
cg07422345	19
cg07423149	1
cg07423906	17
cg07424155	7
cg07425555	19
cg07426848	1
cg07426960	11
cg07427065	7
cg07428089	2
cg07428182	X
cg07430605	5
cg07432969	2
cg07433344	6
cg07433453	7
cg07434278	*
cg07434382	*
cg07435592	3
cg07436807	10
cg07437033	1
cg07440387	20
cg07440414	5
cg07440877	13
cg07441143	8
cg07441272	3
cg07442479	5
cg07443748	22
cg07443954	19
cg07444907	5
cg07446572	12
cg07446846	X
cg07447773	1
cg07447922	1
cg07448460	8
cg07448499	15
cg07448856	1
cg07452799	10
cg07453618	1
cg07453748	10
cg07454215	3
cg07455279	19
cg07455975	2
cg07456201	16
cg07456645	19
cg07457944	18
cg07459264	1
cg07459489	8
cg07460665	17
cg07461318	12
cg07461582	7
cg07463059	1
cg07465480	6
cg07465609	6
cg07465864	5
cg07466531	15
cg07469792	12
cg07471052	17
cg07472159	6
cg07473175	12
cg07473550	X
cg07474356	X
cg07475247	7
cg07475743	*
cg07476030	6
cg07477160	8
cg07478100	17
cg07478122	15
cg07478208	19
cg07479491	6
cg07480567	17
cg07482936	17
cg07483064	1
cg07484450	11
cg07484827	11
cg07485588	*
cg07485777	4
cg07487535	11
cg07489003	X
cg07489134	10
cg07490776	8
cg07494047	19
cg07494248	2
cg07494518	*
cg07495664	1
cg07496861	2
cg07496902	3
cg07498421	12
cg07498879	22
cg07499072	5
cg07499372	19
cg07499806	19
cg07501965	*
cg07503829	11
cg07504718	10
cg07504780	6
cg07505695	15
cg07506795	16
cg07507271	4
cg07509155	1
cg07510052	*
cg07510080	10
cg07512345	16
cg07512517	7
cg07514381	*
cg07515662	12
cg07516225	8
cg07518362	*
cg07519011	13
cg07520158	7
cg07520161	12
cg07525077	14
cg07525445	15
cg07526021	5
cg07526069	10
cg07526675	X
cg07531356	9
cg07533148	1
cg07533529	11
cg07534467	8
cg07535475	9
cg07535879	6
cg07536847	1
cg07536920	9
cg07537523	12
cg07540118	5
cg07543883	19
cg07545232	*
cg07545925	11
cg07546360	22
cg07548313	1
cg07549194	19
cg07549630	12
cg07549715	20
cg07550267	1
cg07550278	10
cg07550362	7
cg07551659	15
cg07554030	17
cg07557424	9
cg07558006	6
cg07558455	1
cg07559730	19
cg07560096	11
cg07561400	7
cg07561588	8
cg07566050	1
cg07567107	17
cg07569069	19
cg07569756	17
cg07570142	6
cg07570421	10
cg07571117	2
cg07572341	20
cg07572435	8
cg07576541	1
cg07577263	7
cg07579404	6
cg07580475	3
cg07580827	11
cg07581365	17
cg07581973	X
cg07584959	19
cg07586911	7
cg07588113	7
cg07588664	12
cg07588779	11
cg07589355	12
cg07590705	7
cg07592353	5
cg07594478	15
cg07594933	12
cg07595113	8
cg07595943	16
cg07596401	10
cg07596494	2
cg07597871	1
cg07597976	16
cg07598199	4
cg07599644	11
cg07601320	12
cg07602026	14
cg07602200	12
cg07603484	19
cg07605143	19
cg07607462	15
cg07607921	17
cg07608333	19
cg07611177	5
cg07611334	20
cg07611925	21
cg07612655	20
cg07613153	14
cg07613278	11
cg07614786	3
cg07617246	15
cg07617560	16
cg07618900	12
cg07619076	7
cg07621042	X
cg07621046	10
cg07621456	3
cg07623294	9
cg07625840	4
cg07628086	17
cg07629017	8
cg07633499	22
cg07634191	8
cg07634204	1
cg07634706	16
cg07636178	6
cg07637239	10
cg07638871	5
cg07638935	10
cg07638938	10
cg07639198	10
cg07639720	15
cg07639959	1
cg07640473	3
cg07640820	7
cg07641524	12
cg07642638	20
cg07643942	12
cg07644368	5
cg07651242	7
cg07651857	4
cg07651914	7
cg07652213	2
cg07652553	1
cg07654843	22
cg07654896	X
cg07654934	3
cg07655627	5
cg07656304	12
cg07656362	1
cg07656391	2
cg07657236	3
cg07657776	12
cg07658590	21
cg07658718	17
cg07660236	6
cg07663789	5
cg07664027	19
cg07664183	9
cg07664856	3
cg07665060	19
cg07666065	7
cg07667595	19
cg07668036	1
cg07671208	*
cg07671603	7
cg07671949	6
cg07671976	1
cg07672479	14
cg07673945	21
cg07674153	14
cg07675169	20
cg07675682	17
cg07676849	11
cg07677850	17
cg07678643	1
cg07679836	6
cg07681084	7
cg07684150	1
cg07684353	15
cg07684796	10
cg07684809	12
cg07685034	21
cg07685221	19
cg07685786	21
cg07685869	16
cg07686479	1
cg07688234	X
cg07688613	1
cg07688933	19
cg07689731	1
cg07689821	6
cg07690018	16
cg07693270	3
cg07694025	4
cg07695590	2
cg07696033	11
cg07697078	5
cg07697569	11
cg07699362	5
cg07699440	15
cg07703337	19
cg07703401	16
cg07704144	20
cg07705835	3
cg07705908	6
cg07706067	17
cg07706362	19
cg07707227	5
cg07707498	16
cg07708788	3
cg07710481	13
cg07711097	8
cg07711515	*
cg07713361	22
cg07713493	1
cg07714374	18
cg07714534	11
cg07715201	5
cg07715387	2
cg07715894	16
cg07717632	9
cg07719512	2
cg07719737	20
cg07728874	11
cg07730301	11
cg07730329	5
cg07731916	4
cg07732037	12
cg07732644	17
cg07733031	5
cg07736705	7
cg07737781	7
cg07739803	1
cg07740640	7
cg07740989	6
cg07744166	13
cg07745434	3
cg07745725	19
cg07746918	22
cg07747299	21
cg07747336	11
cg07747970	17
cg07748017	12
cg07748540	11
cg07749074	3
cg07749808	16
cg07750111	6
cg07752420	9
cg07753583	7
cg07753644	19
cg07755653	6
cg07757386	14
cg07758574	3
cg07758904	9
cg07759587	X
cg07761912	1
cg07763768	9
cg07764959	11
cg07766315	15
cg07766612	1
cg07770222	8
cg07772309	9
cg07773116	10
cg07773642	16
cg07774025	1
cg07774222	14
cg07775501	19
cg07775675	17
cg07777378	17
cg07778029	7
cg07778080	18
cg07780118	X
cg07780979	5
cg07782113	6
cg07785936	2
cg07786760	4
cg07788138	7
cg07789083	17
cg07789552	1
cg07789904	1
cg07790638	4
cg07791997	11
cg07792737	*
cg07799434	19
cg07799947	2
cg07800320	3
cg07803864	10
cg07804122	9
cg07804582	16
cg07805833	6
cg07806164	3
cg07807709	1
cg07807817	14
cg07808960	3
cg07810156	1
cg07810967	5
cg07811498	22
cg07811750	17
cg07815386	2
cg07816074	4
cg07816439	5
cg07816442	19
cg07817698	16
cg07817783	5
cg07818646	13
cg07819926	7
cg07820214	3
cg07823492	17
cg07823755	2
cg07823935	2
cg07824317	X
cg07824742	9
cg07826255	17
cg07827038	13
cg07829804	12
cg07829809	4
cg07830847	1
cg07832674	3
cg07833035	5
cg07833382	17
cg07836370	12
cg07837085	1
cg07837262	8
cg07841014	2
cg07842062	16
cg07842593	16
cg07843027	16
cg07844021	17
cg07844572	17
cg07845390	1
cg07845392	17
cg07845566	11
cg07846167	1
cg07846220	18
cg07847428	19
cg07849904	22
cg07850221	19
cg07850604	14
cg07851192	18
cg07851243	17
cg07851278	18
cg07854244	3
cg07855056	17
cg07857181	6
cg07858745	7
cg07861564	12
cg07862358	5
cg07864189	11
cg07864297	14
cg07864632	2
cg07865790	12
cg07867360	4
cg07868688	6
cg07871503	10
cg07872652	11
cg07873128	11
cg07873488	7
cg07874155	5
cg07874284	X
cg07874520	1
cg07876586	X
cg07879727	17
cg07879977	16
cg07880061	5
cg07880715	13
cg07880854	2
cg07881407	17
cg07882535	11
cg07882831	17
cg07883333	1
cg07884019	5
cg07884474	20
cg07886712	22
cg07888040	15
cg07888234	18
cg07889201	20
cg07890954	15
cg07892051	12
cg07894162	22
cg07894717	1
cg07895149	10
cg07896225	16
cg07897193	2
cg07897414	X
cg07897701	7
cg07897837	1
cg07899016	5
cg07899425	8
cg07900766	2
cg07903860	10
cg07903918	9
cg07905963	*
cg07906495	14
cg07906724	8
cg07908874	10
cg07909265	2
cg07909422	6
cg07909527	16
cg07911663	X
cg07911673	17
cg07912181	11
cg07914866	12
cg07914959	6
cg07915282	12
cg07915343	11
cg07915542	2
cg07917796	X
cg07918509	17
cg07919162	19
cg07922606	6
cg07924575	22
cg07924819	1
cg07925687	3
cg07926025	9
cg07927484	5
cg07928641	1
cg07928695	19
cg07929310	16
cg07930578	15
cg07933176	5
cg07933197	19
cg07933199	3
cg07934026	4
cg07935151	6
cg07935264	2
cg07935568	13
cg07936037	6
cg07937272	7
cg07940485	6
cg07940804	X
cg07942995	19
cg07944287	19
cg07944811	7
cg07945480	4
cg07947016	19
cg07947930	1
cg07948245	14
cg07948472	5
cg07950803	1
cg07952391	2
cg07952773	1
cg07955356	19
cg07955828	20
cg07955887	18
cg07957491	9
cg07958192	4
cg07959477	12
cg07959896	2
cg07960846	19
cg07962043	11
cg07962051	8
cg07962315	9
cg07964133	4
cg07964538	7
cg07964539	6
cg07965714	9
cg07965823	14
cg07965839	15
cg07967308	19
cg07967643	6
cg07970007	1
cg07971188	6
cg07973246	12
cg07973390	4
cg07973395	15
cg07973461	*
cg07973967	17
cg07974125	4
cg07974303	8
cg07974891	2
cg07975063	2
cg07975813	12
cg07977490	16
cg07979357	19
cg07979577	1
cg07979752	11
cg07980015	13
cg07980518	18
cg07980804	18
cg07980988	X
cg07981495	6
cg07981588	8
cg07981910	9
cg07985359	19
cg07986525	7
cg07986773	22
cg07989514	14
cg07990489	2
cg07990939	12
cg07991621	4
cg07992625	12
cg07997737	19
cg08001895	6
cg08002996	12
cg08003150	20
cg08003742	4
cg08005849	7
cg08007665	11
cg08008233	18
cg08008403	1
cg08008562	1
cg08009328	6
cg08009622	6
cg08009711	21
cg08009831	4
cg08011170	17
cg08011328	6
cg08012287	11
cg08012454	10
cg08013810	20
cg08015253	18
cg08015496	1
cg08016363	17
cg08016383	15
cg08017606	5
cg08020051	8
cg08020381	10
cg08020808	14
cg08021299	X
cg08022502	15
cg08023692	X
cg08023751	2
cg08024766	17
cg08025786	15
cg08026144	9
cg08027001	15
cg08027745	6
cg08028004	2
cg08029608	X
cg08030082	2
cg08032971	1
cg08034216	10
cg08034397	3
cg08035082	11
cg08035942	18
cg08039281	14
cg08040428	8
cg08040471	17
cg08041019	12
cg08044694	19
cg08045570	6
cg08045757	12
cg08046471	4
cg08047457	3
cg08047907	1
cg08048656	17
cg08049198	6
cg08052882	5
cg08054038	19
cg08056146	8
cg08056903	14
cg08057475	15
cg08062469	17
cg08063013	11
cg08063724	1
cg08064891	19
cg08067268	2
cg08067365	1
cg08069899	12
cg08072716	3
cg08074477	17
cg08076508	X
cg08077345	19
cg08077673	7
cg08079693	20
cg08080029	1
cg08081036	15
cg08081407	3
cg08081725	16
cg08082692	10
cg08083689	4
cg08084415	19
cg08085165	12
cg08085267	17
cg08088390	20
cg08088989	22
cg08089301	17
cg08090396	3
cg08090640	17
cg08090772	8
cg08093211	X
cg08093278	19
cg08093398	20
cg08095532	15
cg08096010	2
cg08096038	6
cg08096946	3
cg08097657	3
cg08097755	7
cg08097882	13
cg08097973	11
cg08099701	15
cg08100497	5
cg08101172	9
cg08101264	20
cg08102619	10
cg08103676	5
cg08104838	*
cg08107272	2
cg08107767	7
cg08108311	17
cg08108641	9
cg08108953	20
cg08109646	1
cg08109815	6
cg08110559	8
cg08113203	4
cg08113913	2
cg08115510	3
cg08116137	2
cg08118311	18
cg08120190	7
cg08121954	4
cg08122545	1
cg08123074	1
cg08124030	3
cg08124399	6
cg08124722	17
cg08126211	6
cg08128768	9
cg08130265	15
cg08132711	4
cg08132767	12
cg08132931	2
cg08136806	12
cg08136893	7
cg08137040	7
cg08137716	17
cg08139833	11
cg08141463	3
cg08141806	12
cg08141873	11
cg08141989	17
cg08142684	6
cg08145177	19
cg08145590	3
cg08145625	4
cg08146221	12
cg08147886	2
cg08149333	1
cg08151281	1
cg08151470	1
cg08156349	1
cg08157292	2
cg08157579	22
cg08157638	1
cg08158289	5
cg08158331	2
cg08158570	10
cg08158860	14
cg08159444	X
cg08162572	20
cg08162780	19
cg08163803	13
cg08164315	5
cg08164900	10
cg08166982	1
cg08169325	12
cg08170622	11
cg08172935	17
cg08173535	9
cg08174003	19
cg08176609	1
cg08176694	12
cg08177017	10
cg08177445	X
cg08179530	6
cg08179907	11
cg08183114	6
cg08185241	1
cg08185661	11
cg08186124	3
cg08186362	20
cg08190044	1
cg08190291	21
cg08191854	21
cg08191915	11
cg08195505	3
cg08197122	8
cg08197201	12
cg08198102	10
cg08198370	1
cg08198480	5
cg08201421	20
cg08203715	11
cg08205655	22
cg08205865	1
cg08207256	19
cg08209133	4
cg08209724	17
cg08210616	3
cg08211091	4
cg08211967	15
cg08212685	5
cg08214029	17
cg08214328	X
cg08214957	X
cg08216720	9
cg08216792	13
cg08216808	2
cg08220793	3
cg08221207	11
cg08222185	21
cg08222514	6
cg08222662	7
cg08223235	18
cg08223748	5
cg08228917	13
cg08229627	2
cg08229694	2
cg08233088	15
cg08233173	5
cg08235271	1
cg08241785	5
cg08242020	11
cg08242323	2
cg08242493	10
cg08244028	5
cg08244522	20
cg08245487	12
cg08245789	22
cg08247612	1
cg08248532	X
cg08250444	1
cg08251036	2
cg08251399	2
cg08253405	1
cg08254089	20
cg08254263	X
cg08256027	6
cg08256260	16
cg08256691	1
cg08256781	19
cg08258650	11
cg08259617	19
cg08260891	20
cg08260959	6
cg08261094	7
cg08261177	19
cg08261666	17
cg08261841	7
cg08262933	X
cg08263357	6
cg08263647	3
cg08265265	19
cg08268099	9
cg08268266	16
cg08269321	17
cg08270477	17
cg08271519	13
cg08274234	7
cg08274552	2
cg08278554	15
cg08283293	5
cg08284151	12
cg08284180	1
cg08284598	20
cg08285151	7
cg08286169	6
cg08287471	9
cg08289932	9
cg08290212	11
cg08290628	15
cg08291000	7
cg08291098	20
cg08291539	15
cg08292050	14
cg08292112	4
cg08293367	22
cg08293760	1
cg08296824	7
cg08299045	1
cg08300622	X
cg08300860	10
cg08301503	6
cg08302713	6
cg08303146	11
cg08304608	20
cg08305742	2
cg08307039	5
cg08307092	6
cg08307580	6
cg08307816	14
cg08307963	1
cg08308257	10
cg08308286	17
cg08308510	20
cg08312191	2
cg08313788	9
cg08314660	11
cg08315187	6
cg08315277	22
cg08315770	6
cg08317263	5
cg08319238	19
cg08319404	3
cg08319991	4
cg08321272	4
cg08321330	16
cg08321346	2
cg08324796	X
cg08328671	14
cg08331313	5
cg08331840	8
cg08331960	16
cg08332212	6
cg08332868	12
cg08335125	10
cg08338368	12
cg08339208	1
cg08341667	10
cg08341874	17
cg08341924	14
cg08341978	1
cg08342270	15
cg08343834	17
cg08343943	1
cg08346269	12
cg08347423	9
cg08347960	2
cg08348496	15
cg08348900	6
cg08348962	1
cg08349573	17
cg08349806	*
cg08350173	15
cg08351105	2
cg08351143	9
cg08351331	20
cg08353062	4
cg08353146	1
cg08355340	16
cg08355944	7
cg08356693	1
cg08358671	1
cg08359956	7
cg08360728	1
cg08361238	1
cg08364102	20
cg08365982	3
cg08366126	1
cg08367026	12
cg08367223	19
cg08367703	9
cg08367838	5
cg08368934	16
cg08369065	8
cg08370996	15
cg08372326	9
cg08373610	2
cg08374799	12
cg08375941	3
cg08376864	3
cg08377000	4
cg08379517	19
cg08380205	3
cg08380539	1
cg08383063	13
cg08383315	11
cg08385610	8
cg08388746	1
cg08390021	18
cg08390209	9
cg08390254	1
cg08392591	16
cg08393006	19
cg08393541	1
cg08394377	1
cg08395365	3
cg08395706	16
cg08395899	10
cg08397758	10
cg08398233	1
cg08399444	12
cg08400019	10
cg08400120	3
cg08402568	16
cg08403419	1
cg08404225	3
cg08404227	15
cg08408988	12
cg08409225	12
cg08411049	18
cg08411435	17
cg08412305	1
cg08413153	17
cg08413366	10
cg08413469	1
cg08416046	X
cg08417687	6
cg08418111	11
cg08418332	9
cg08418747	7
cg08418978	13
cg08419026	8
cg08420085	11
cg08420900	*
cg08422599	5
cg08424423	6
cg08424427	5
cg08426384	14
cg08427977	10
cg08428707	20
cg08430598	20
cg08431931	22
cg08432727	2
cg08433095	15
cg08433538	9
cg08434152	2
cg08434234	7
cg08434396	X
cg08434547	17
cg08439468	9
cg08440125	7
cg08440425	11
cg08441170	10
cg08441546	16
cg08441806	10
cg08443351	10
cg08445039	7
cg08446111	16
cg08448040	3
cg08448751	3
cg08450168	1
cg08450982	19
cg08451957	2
cg08452348	5
cg08453021	7
cg08453096	2
cg08453968	20
cg08455548	Y
cg08458170	19
cg08458487	10
cg08459368	11
cg08460026	2
cg08460435	1
cg08461397	16
cg08462247	2
cg08462292	1
cg08463061	2
cg08463485	3
cg08465510	17
cg08465774	8
cg08465862	10
cg08466074	11
cg08466883	1
cg08468689	17
cg08469834	11
cg08471713	17
cg08472583	7
cg08473533	16
cg08474603	1
cg08475088	19
cg08475827	2
cg08477744	1
cg08478189	2
cg08480367	X
cg08487038	9
cg08487374	7
cg08489623	7
cg08490173	5
cg08491025	1
